role,speech_id,seg_index,pysent_label,pysent_pos,pysent_neg,pysent_neu,pysent_polarity
ST,21-04-04-m-066,4,POS,0.9795,0.0013,0.0192,0.9781
ST,21-04-04-m-066,5,NEU,0.4569,0.0109,0.5322,0.446
ST,21-04-04-m-066,6,POS,0.9859,0.0011,0.013,0.9848
ST,21-04-04-m-066,7,POS,0.9913,0.0015,0.0072,0.9897
ST,21-04-04-m-066,8,POS,0.9724,0.0017,0.0259,0.9708
ST,21-04-04-m-066,9,POS,0.8727,0.0016,0.1257,0.8711
ST,21-04-04-m-066,10,NEU,0.0498,0.0116,0.9386,0.0382
ST,21-04-04-m-066,11,POS,0.5413,0.0068,0.4519,0.5345
ST,21-04-04-m-066,12,POS,0.9716,0.0011,0.0273,0.9705
ST,21-04-04-m-066,13,POS,0.6351,0.0029,0.362,0.6322
ST,21-04-04-m-066,14,NEU,0.0465,0.0038,0.9497,0.0427
ST,21-04-04-m-066,15,POS,0.8464,0.0019,0.1517,0.8445
ST,21-04-04-m-066,16,POS,0.8372,0.0013,0.1615,0.8359
ST,21-04-04-m-066,17,POS,0.7363,0.0029,0.2608,0.7334
ST,21-04-04-m-066,18,NEU,0.0205,0.2699,0.7096,-0.2494
ST,21-04-04-m-066,19,NEU,0.0325,0.0136,0.954,0.0189
ST,21-04-04-m-066,20,NEU,0.3076,0.003,0.6894,0.3046
ST,21-04-04-m-066,21,POS,0.8714,0.0029,0.1257,0.8685
ST,21-04-04-m-066,22,NEU,0.2384,0.0043,0.7573,0.2341
ST,21-04-04-m-066,23,NEG,0.0071,0.7957,0.1972,-0.7886
ST,21-04-04-m-066,24,NEG,0.0045,0.7966,0.1989,-0.7921
ST,21-04-04-m-066,25,POS,0.9781,0.0011,0.0208,0.977
ST,21-04-04-m-066,26,NEU,0.0186,0.0164,0.965,0.0022
ST,21-04-04-m-066,27,NEG,0.0081,0.6422,0.3497,-0.6341
ST,21-04-04-m-066,28,POS,0.965,0.0011,0.0339,0.9639
ST,21-04-04-m-066,29,NEU,0.4625,0.0026,0.5349,0.4599
ST,21-04-04-m-066,30,NEU,0.4418,0.0044,0.5538,0.4374
ST,21-04-04-m-066,31,POS,0.5216,0.0082,0.4702,0.5134
ST,21-04-04-m-066,32,NEU,0.018,0.0072,0.9748,0.0109
ST,21-04-04-m-066,33,POS,0.616,0.0021,0.3819,0.6138
ST,21-04-04-m-066,34,POS,0.949,0.0014,0.0496,0.9477
ST,21-04-04-m-066,35,POS,0.9196,0.0013,0.0791,0.9183
ST,21-04-04-m-066,36,POS,0.8282,0.0041,0.1677,0.8241
ST,21-04-04-m-066,37,NEU,0.0061,0.4357,0.5582,-0.4296
ST,21-04-04-m-066,38,NEU,0.08,0.0098,0.9103,0.0702
ST,21-04-04-m-066,39,NEU,0.2124,0.0032,0.7844,0.2092
ST,21-04-04-m-066,40,POS,0.6303,0.0028,0.3669,0.6276
ST,21-04-04-m-066,41,NEU,0.0281,0.0385,0.9334,-0.0104
ST,21-04-04-m-066,42,POS,0.9442,0.0012,0.0546,0.9431
ST,21-04-04-m-066,43,NEU,0.0416,0.0305,0.9279,0.0111
ST,21-04-04-m-066,44,POS,0.7422,0.0028,0.255,0.7395
ST,21-04-04-m-066,45,POS,0.607,0.003,0.39,0.6041
ST,21-04-04-m-066,46,NEU,0.0087,0.0638,0.9275,-0.0551
ST,21-04-04-m-066,47,POS,0.9637,0.0012,0.0351,0.9626
ST,21-04-04-m-066,48,NEU,0.0112,0.4554,0.5334,-0.4442
ST,21-04-04-m-066,49,NEG,0.006,0.5767,0.4173,-0.5708
ST,21-04-04-m-066,50,NEU,0.1048,0.0093,0.8859,0.0955
ST,21-04-04-m-066,51,NEU,0.2429,0.0074,0.7497,0.2355
ST,21-04-04-m-066,52,NEU,0.0069,0.3883,0.6049,-0.3814
ST,21-04-04-m-066,53,NEU,0.0072,0.0936,0.8992,-0.0864
ST,21-04-04-m-066,54,NEU,0.0166,0.1057,0.8777,-0.0891
ST,21-04-04-m-066,55,NEU,0.3259,0.0042,0.6699,0.3218
ST,21-04-04-m-066,56,NEU,0.0851,0.0024,0.9124,0.0827
ST,21-04-04-m-066,57,POS,0.7778,0.0023,0.22,0.7755
ST,21-04-04-m-066,58,POS,0.8583,0.003,0.1386,0.8553
ST,21-04-04-m-066,59,POS,0.6419,0.0034,0.3547,0.6385
ST,21-07-04-m-005,0,POS,0.9768,0.0019,0.0213,0.9749
ST,21-07-04-m-005,1,NEU,0.0226,0.0085,0.969,0.0141
ST,21-07-04-m-005,2,NEU,0.0314,0.0208,0.9479,0.0106
ST,21-07-04-m-005,3,NEU,0.0353,0.0218,0.9429,0.0135
ST,21-07-04-m-005,4,NEU,0.0319,0.0172,0.9509,0.0147
ST,21-07-04-m-005,5,NEU,0.0714,0.0038,0.9248,0.0676
ST,21-07-04-m-005,6,NEU,0.1545,0.0091,0.8364,0.1454
ST,21-07-04-m-005,7,POS,0.9728,0.0013,0.0259,0.9715
ST,21-07-04-m-005,8,NEU,0.2237,0.0053,0.771,0.2184
ST,21-07-04-m-005,9,POS,0.7687,0.0108,0.2205,0.7578
ST,21-07-04-m-005,10,NEU,0.0564,0.0177,0.9259,0.0387
ST,21-07-04-m-005,11,POS,0.9927,0.002,0.0053,0.9907
ST,21-07-04-m-005,12,POS,0.9892,0.0012,0.0095,0.988
ST,21-07-04-m-005,13,POS,0.9887,0.0011,0.0102,0.9876
ST,21-07-04-m-005,14,POS,0.7017,0.0018,0.2965,0.6999
ST,21-07-04-m-005,15,POS,0.9861,0.0012,0.0127,0.9849
ST,21-07-04-m-005,16,POS,0.9881,0.0015,0.0105,0.9866
ST,21-07-04-m-005,17,NEU,0.035,0.0032,0.9618,0.0319
ST,21-07-04-m-005,18,NEU,0.028,0.0046,0.9674,0.0234
ST,21-07-04-m-005,19,NEU,0.3089,0.0054,0.6857,0.3035
ST,21-07-04-m-005,20,NEU,0.0105,0.3454,0.6441,-0.335
ST,21-07-04-m-005,21,NEG,0.0073,0.5533,0.4395,-0.546
ST,21-07-04-m-005,22,NEU,0.0255,0.0137,0.9609,0.0118
ST,21-07-04-m-005,23,POS,0.9742,0.0014,0.0244,0.9728
ST,21-07-04-m-005,24,NEG,0.0098,0.7525,0.2377,-0.7427
ST,21-07-04-m-005,25,NEU,0.272,0.052,0.676,0.22
ST,21-07-04-m-005,26,NEU,0.1728,0.0366,0.7905,0.1362
ST,21-07-04-m-005,27,NEG,0.0036,0.8937,0.1027,-0.89
ST,21-07-04-m-005,28,POS,0.8912,0.0019,0.1069,0.8894
ST,21-07-04-m-005,29,NEU,0.1519,0.0091,0.8389,0.1428
ST,21-07-04-m-005,30,NEU,0.0617,0.0126,0.9258,0.0491
ST,21-07-04-m-005,31,POS,0.7142,0.0028,0.283,0.7115
ST,21-07-04-m-005,32,NEU,0.138,0.0048,0.8572,0.1331
ST,21-07-04-m-005,33,POS,0.5657,0.0029,0.4314,0.5628
ST,21-07-04-m-005,34,POS,0.8375,0.002,0.1605,0.8355
ST,21-07-04-m-005,35,POS,0.8976,0.0016,0.1007,0.896
ST,21-07-04-m-005,36,POS,0.7508,0.0024,0.2467,0.7484
ST,21-07-04-m-005,37,NEU,0.0257,0.004,0.9704,0.0217
ST,21-07-04-m-005,38,POS,0.8632,0.0018,0.1349,0.8614
ST,21-07-04-m-005,39,POS,0.708,0.0046,0.2874,0.7034
ST,21-07-04-m-005,40,NEU,0.271,0.0039,0.725,0.2671
ST,21-07-04-m-005,41,POS,0.5991,0.0023,0.3986,0.5969
ST,21-07-04-m-005,42,NEU,0.028,0.0045,0.9675,0.0235
ST,21-07-04-m-005,43,NEU,0.271,0.004,0.7251,0.267
ST,21-07-04-m-005,44,NEU,0.1251,0.0058,0.8691,0.1193
ST,21-07-04-m-005,45,POS,0.9817,0.0014,0.017,0.9803
ST,21-07-04-m-005,46,NEU,0.0624,0.0033,0.9343,0.059
ST,21-07-04-m-005,47,POS,0.9731,0.001,0.0258,0.9721
ST,21-07-04-m-005,48,POS,0.7061,0.0292,0.2647,0.6769
ST,21-07-04-m-005,49,POS,0.9164,0.0025,0.0811,0.9139
ST,21-07-04-m-005,50,POS,0.8606,0.0032,0.1361,0.8574
ST,21-07-04-m-005,51,POS,0.9641,0.0012,0.0347,0.9629
ST,21-07-04-m-005,52,POS,0.9903,0.0013,0.0084,0.9891
ST,21-07-04-m-005,53,POS,0.7379,0.0017,0.2605,0.7362
ST,21-07-04-m-005,54,NEU,0.099,0.0023,0.8986,0.0967
ST,21-07-04-m-005,55,POS,0.9648,0.001,0.0342,0.9639
ST,21-07-04-m-005,56,NEU,0.0311,0.0043,0.9647,0.0268
ST,21-07-04-m-005,57,POS,0.9673,0.0012,0.0315,0.9661
ST,21-07-04-m-005,58,POS,0.9835,0.0012,0.0153,0.9823
ST,21-07-04-m-005,59,POS,0.9272,0.0013,0.0715,0.926
ST,21-07-04-m-005,60,NEU,0.0463,0.0048,0.9489,0.0416
ST,21-07-04-m-005,61,POS,0.8962,0.0016,0.1022,0.8946
ST,21-07-04-m-005,62,NEU,0.1873,0.0112,0.8015,0.176
ST,21-07-04-m-005,63,POS,0.8162,0.0025,0.1813,0.8137
ST,21-07-04-m-005,64,POS,0.9893,0.0014,0.0093,0.988
ST,21-07-04-m-005,65,POS,0.962,0.0011,0.0369,0.9609
ST,21-07-04-m-005,66,POS,0.989,0.0015,0.0095,0.9876
ST,21-07-04-m-005,67,NEU,0.031,0.0101,0.9589,0.0208
ST,21-07-04-m-005,68,POS,0.9449,0.0013,0.0538,0.9435
ST,21-07-04-m-005,69,POS,0.7896,0.0027,0.2077,0.7869
ST,21-07-04-m-005,70,POS,0.7813,0.0021,0.2166,0.7791
ST,21-07-04-m-005,71,POS,0.9244,0.0014,0.0742,0.9229
ST,21-07-04-m-005,72,POS,0.6606,0.0025,0.3369,0.6581
ST,21-07-04-m-005,73,NEU,0.0209,0.0125,0.9665,0.0084
ST,21-07-04-m-005,74,NEU,0.013,0.0201,0.9669,-0.0071
ST,21-07-04-m-005,75,NEU,0.4281,0.0032,0.5687,0.4249
ST,21-07-04-m-005,76,NEU,0.3981,0.0024,0.5995,0.3957
ST,21-07-04-m-005,77,NEU,0.0636,0.0075,0.9289,0.0561
ST,21-07-04-m-005,78,NEU,0.1268,0.0025,0.8707,0.1243
ST,21-07-04-m-005,79,POS,0.704,0.0023,0.2936,0.7017
ST,21-07-04-m-005,80,NEU,0.0268,0.0047,0.9685,0.0221
ST,21-07-04-m-005,81,NEU,0.0223,0.008,0.9697,0.0143
ST,21-07-04-m-005,82,POS,0.8606,0.0016,0.1379,0.859
ST,21-07-04-m-005,83,POS,0.7482,0.0023,0.2495,0.7459
ST,21-07-04-m-005,84,POS,0.9297,0.0013,0.069,0.9284
ST,21-07-04-m-005,85,POS,0.8681,0.0015,0.1304,0.8666
ST,21-07-04-m-005,86,POS,0.961,0.0038,0.0352,0.9573
ST,21-07-04-m-005,87,POS,0.9858,0.0014,0.0128,0.9844
ST,21-07-04-m-005,88,POS,0.9829,0.0013,0.0158,0.9815
ST,21-07-04-m-005,89,POS,0.9915,0.0016,0.007,0.9899
ST,21-07-04-m-005,90,NEU,0.022,0.0043,0.9736,0.0177
ST,21-07-04-m-005,91,NEU,0.0309,0.0035,0.9656,0.0274
ST,21-07-04-m-005,92,NEU,0.0174,0.0091,0.9735,0.0083
ST,21-07-04-m-005,93,NEU,0.0333,0.0057,0.9609,0.0276
ST,21-07-04-m-005,94,NEU,0.3415,0.003,0.6555,0.3384
ST,21-07-04-m-005,95,POS,0.6783,0.0019,0.3199,0.6764
ST,21-07-04-m-005,96,POS,0.7989,0.0026,0.1985,0.7962
ST,21-07-04-m-005,97,NEU,0.0179,0.0091,0.973,0.0088
ST,21-07-04-m-005,98,POS,0.7055,0.0028,0.2917,0.7026
ST,21-07-04-m-005,99,NEU,0.237,0.0068,0.7562,0.2302
ST,21-07-04-m-005,100,POS,0.8337,0.002,0.1643,0.8317
ST,21-07-04-m-005,101,POS,0.9912,0.0012,0.0076,0.9899
ST,21-07-04-m-005,102,POS,0.9328,0.001,0.0662,0.9319
ST,21-07-04-m-005,103,POS,0.9867,0.0014,0.0119,0.9853
ST,21-07-04-m-005,104,POS,0.9909,0.0014,0.0077,0.9895
ST,21-07-04-m-005,105,NEU,0.0097,0.1198,0.8705,-0.1101
ST,21-07-04-m-005,106,POS,0.9916,0.0013,0.0071,0.9903
ST,21-07-04-m-005,107,POS,0.9116,0.0022,0.0862,0.9094
ST,21-07-04-m-005,108,POS,0.7124,0.0018,0.2858,0.7106
ST,21-07-04-m-005,109,NEU,0.1697,0.0027,0.8276,0.167
ST,21-07-04-m-005,110,POS,0.9491,0.0011,0.0498,0.9479
ST,21-07-04-m-005,111,POS,0.9827,0.0011,0.0163,0.9816
ST,21-07-04-m-005,112,POS,0.7741,0.0019,0.224,0.7722
ST,21-07-04-m-005,113,NEU,0.0172,0.0072,0.9756,0.01
ST,21-07-04-m-005,114,NEU,0.0871,0.0049,0.908,0.0822
ST,21-07-04-m-005,115,NEU,0.116,0.0022,0.8818,0.1138
ST,21-07-04-m-005,116,NEU,0.0228,0.0063,0.9709,0.0165
ST,21-07-04-m-005,117,NEU,0.1506,0.0029,0.8465,0.1478
ST,21-07-04-m-005,118,POS,0.9144,0.0012,0.0843,0.9132
ST,21-07-04-m-005,119,NEU,0.2143,0.0023,0.7834,0.212
ST,21-07-04-m-005,120,NEU,0.1241,0.0028,0.873,0.1213
ST,21-07-04-m-005,121,POS,0.9403,0.0016,0.0581,0.9387
ST,21-07-04-m-005,122,NEU,0.3403,0.0026,0.6572,0.3377
ST,21-07-04-m-005,123,NEU,0.2039,0.0036,0.7925,0.2003
ST,21-07-04-m-005,124,NEU,0.3006,0.0035,0.6959,0.2972
ST,21-07-04-m-005,125,POS,0.8478,0.0016,0.1506,0.8461
ST,21-07-04-m-005,126,POS,0.5179,0.0064,0.4756,0.5115
ST,21-07-04-m-005,127,NEU,0.0122,0.119,0.8688,-0.1068
ST,21-07-04-m-005,128,NEU,0.251,0.0023,0.7468,0.2487
ST,21-07-04-m-005,129,NEU,0.0276,0.0047,0.9677,0.0229
ST,21-07-04-m-005,130,NEG,0.0062,0.5411,0.4527,-0.5349
ST,21-07-04-m-005,131,POS,0.7661,0.0023,0.2316,0.7638
ST,21-07-04-m-005,132,NEU,0.025,0.0043,0.9706,0.0207
ST,21-07-04-m-005,133,NEU,0.2103,0.0034,0.7863,0.207
ST,21-07-04-m-005,134,POS,0.9869,0.0013,0.0118,0.9857
ST,21-07-04-m-005,135,NEU,0.3193,0.0037,0.677,0.3157
ST,21-07-04-m-005,136,POS,0.9251,0.0015,0.0734,0.9236
ST,21-07-04-m-005,137,POS,0.8538,0.0039,0.1423,0.8498
ST,21-07-04-m-005,138,NEU,0.1567,0.0025,0.8407,0.1542
ST,21-07-04-m-005,139,NEU,0.0464,0.0048,0.9488,0.0416
ST,21-07-04-m-005,140,POS,0.6269,0.0027,0.3704,0.6241
ST,21-07-04-m-005,141,NEU,0.0379,0.003,0.959,0.0349
ST,21-07-04-m-005,142,POS,0.8626,0.0015,0.1358,0.8611
ST,21-07-04-m-005,143,POS,0.9855,0.0015,0.0131,0.984
ST,21-07-04-m-005,144,POS,0.8231,0.0021,0.1748,0.8211
ST,21-07-04-m-005,145,POS,0.9879,0.0012,0.0109,0.9868
ST,21-07-04-m-005,146,POS,0.9713,0.0013,0.0274,0.97
ST,21-07-04-m-005,147,POS,0.9717,0.0016,0.0267,0.9701
ST,21-07-04-m-005,148,POS,0.9788,0.0011,0.0201,0.9777
ST,21-07-04-m-005,149,POS,0.985,0.0013,0.0137,0.9836
ST,21-07-04-m-005,150,POS,0.988,0.0012,0.0108,0.9868
ST,21-07-04-m-005,151,NEU,0.0173,0.007,0.9757,0.0104
ST,21-07-04-m-005,152,POS,0.9859,0.0012,0.0129,0.9846
ST,21-07-04-m-005,153,POS,0.99,0.0015,0.0084,0.9885
ST,21-07-04-m-005,154,POS,0.5938,0.004,0.4021,0.5898
ST,21-07-04-m-005,155,POS,0.9897,0.0015,0.0088,0.9883
ST,21-07-04-m-005,156,NEU,0.1557,0.0461,0.7983,0.1096
ST,21-07-04-m-005,157,NEG,0.0032,0.8819,0.1149,-0.8787
ST,21-07-04-m-005,158,NEU,0.01,0.3453,0.6446,-0.3353
ST,21-07-04-m-005,159,NEU,0.0252,0.3298,0.645,-0.3046
ST,21-07-04-m-005,160,POS,0.8499,0.002,0.148,0.8479
ST,21-07-04-m-005,161,NEU,0.0802,0.0282,0.8916,0.052
ST,21-07-04-m-005,162,NEU,0.1791,0.003,0.818,0.1761
ST,21-07-04-m-005,163,POS,0.9928,0.0019,0.0053,0.9909
ST,21-07-04-m-005,164,POS,0.9614,0.0012,0.0374,0.9602
ST,21-07-04-m-005,165,POS,0.983,0.0019,0.0151,0.9811
ST,21-07-04-m-005,166,POS,0.9837,0.0012,0.0152,0.9825
ST,21-07-04-m-005,167,POS,0.9914,0.0014,0.0071,0.99
ST,21-07-04-m-005,168,POS,0.9697,0.0015,0.0288,0.9681
ST,21-07-04-m-005,169,POS,0.5284,0.0327,0.4388,0.4957
ST,21-07-04-m-009,0,POS,0.9899,0.0013,0.0087,0.9886
ST,21-07-04-m-009,1,POS,0.5864,0.0024,0.4112,0.5839
ST,21-07-04-m-009,2,POS,0.9889,0.0015,0.0096,0.9874
ST,21-07-04-m-009,3,NEU,0.0475,0.0072,0.9453,0.0403
ST,21-07-04-m-009,4,POS,0.6695,0.0064,0.3241,0.6631
ST,21-07-04-m-009,5,NEU,0.1699,0.0053,0.8248,0.1645
ST,21-07-04-m-009,6,POS,0.7878,0.0037,0.2085,0.7841
ST,21-07-04-m-009,7,POS,0.6909,0.0053,0.3039,0.6856
ST,21-07-04-m-009,8,POS,0.9684,0.002,0.0296,0.9664
ST,21-07-04-m-009,9,POS,0.9638,0.0015,0.0347,0.9624
ST,21-07-04-m-009,10,NEU,0.0542,0.0585,0.8872,-0.0043
ST,21-07-04-m-009,11,NEU,0.0096,0.0621,0.9283,-0.0525
ST,21-07-04-m-009,12,NEU,0.141,0.0053,0.8538,0.1357
ST,21-07-04-m-009,13,POS,0.9819,0.0013,0.0167,0.9806
ST,21-07-04-m-009,14,NEG,0.0049,0.621,0.3741,-0.6161
ST,21-07-04-m-009,15,NEU,0.0937,0.0153,0.891,0.0784
ST,21-07-04-m-009,16,NEU,0.0956,0.014,0.8905,0.0816
ST,21-07-04-m-009,17,NEG,0.003,0.8969,0.1001,-0.8939
ST,21-07-04-m-009,18,NEU,0.0079,0.3683,0.6238,-0.3604
ST,21-07-04-m-009,19,POS,0.5284,0.0327,0.4388,0.4957
ST,21-07-04-m-013,0,POS,0.9807,0.0016,0.0177,0.9792
ST,21-07-04-m-013,1,POS,0.9908,0.0014,0.0078,0.9893
ST,21-07-04-m-013,2,POS,0.8172,0.0018,0.181,0.8154
ST,21-07-04-m-013,3,POS,0.5233,0.0034,0.4733,0.5199
ST,21-07-04-m-013,4,POS,0.5799,0.0074,0.4127,0.5725
ST,21-07-04-m-013,5,NEU,0.4886,0.0039,0.5075,0.4847
ST,21-07-04-m-013,6,POS,0.9877,0.0013,0.0111,0.9864
ST,21-07-04-m-013,7,POS,0.6537,0.002,0.3443,0.6517
ST,21-07-04-m-013,8,POS,0.6679,0.0021,0.3299,0.6658
ST,21-07-04-m-013,9,POS,0.9694,0.0013,0.0293,0.968
ST,21-07-04-m-013,10,NEU,0.0844,0.0208,0.8948,0.0636
ST,21-07-04-m-013,11,POS,0.9216,0.0018,0.0767,0.9198
ST,21-07-04-m-013,12,POS,0.9295,0.0015,0.069,0.9281
ST,21-07-04-m-013,13,NEU,0.2666,0.0029,0.7306,0.2637
ST,21-07-04-m-013,14,POS,0.919,0.0012,0.0798,0.9177
ST,21-07-04-m-013,15,NEU,0.0469,0.0521,0.901,-0.0052
ST,21-07-04-m-013,16,POS,0.9875,0.0012,0.0113,0.9863
ST,21-07-04-m-013,17,NEU,0.0239,0.0252,0.9508,-0.0013
ST,21-07-04-m-013,18,POS,0.9927,0.0017,0.0056,0.9909
ST,21-07-04-m-013,19,POS,0.7196,0.0045,0.2758,0.7151
ST,21-07-04-m-013,20,POS,0.9611,0.0021,0.0368,0.959
ST,21-07-04-m-013,21,POS,0.8763,0.0021,0.1216,0.8741
ST,21-07-04-m-013,22,POS,0.8548,0.0035,0.1417,0.8513
ST,21-07-04-m-015,0,POS,0.9708,0.0014,0.0277,0.9694
ST,21-07-04-m-015,1,POS,0.9872,0.0012,0.0116,0.986
ST,21-07-04-m-015,2,POS,0.9701,0.0023,0.0276,0.9677
ST,21-07-04-m-015,3,POS,0.9878,0.0011,0.0111,0.9868
ST,21-07-04-m-015,4,POS,0.8876,0.0012,0.1112,0.8864
ST,21-07-04-m-015,5,POS,0.9449,0.0011,0.054,0.9438
ST,21-07-04-m-015,6,POS,0.9805,0.0013,0.0182,0.9792
ST,21-07-04-m-015,7,NEU,0.0113,0.2462,0.7425,-0.2349
ST,21-07-04-m-015,8,POS,0.9834,0.0012,0.0154,0.9823
ST,21-07-04-m-015,9,POS,0.9662,0.0014,0.0325,0.9648
ST,21-07-04-m-015,10,POS,0.6985,0.0073,0.2941,0.6912
ST,21-07-04-m-015,11,NEU,0.0374,0.0515,0.9111,-0.0142
ST,21-07-04-m-015,12,NEU,0.034,0.0076,0.9584,0.0264
ST,21-07-04-m-015,13,NEU,0.471,0.003,0.526,0.4681
ST,21-07-04-m-015,14,NEU,0.1573,0.0348,0.8079,0.1225
ST,21-07-04-m-015,15,NEU,0.0205,0.1658,0.8136,-0.1453
ST,21-07-04-m-015,16,NEU,0.0139,0.4788,0.5073,-0.4648
ST,21-07-04-m-015,17,NEU,0.0111,0.0228,0.9662,-0.0117
ST,21-07-04-m-015,18,POS,0.8937,0.0016,0.1048,0.8921
ST,21-07-04-m-015,19,NEU,0.0478,0.0122,0.94,0.0355
ST,21-07-04-m-015,20,NEG,0.0032,0.9718,0.0249,-0.9686
ST,21-07-04-m-015,21,NEU,0.0054,0.4679,0.5267,-0.4624
ST,21-07-04-m-015,22,NEG,0.0024,0.9661,0.0315,-0.9637
ST,21-07-04-m-015,23,POS,0.991,0.0016,0.0074,0.9894
ST,21-07-04-m-015,24,NEU,0.0098,0.1188,0.8714,-0.109
ST,21-07-04-m-015,25,POS,0.9883,0.0017,0.01,0.9866
ST,21-07-04-m-015,26,POS,0.9705,0.0011,0.0284,0.9694
ST,21-07-04-m-015,27,NEU,0.4529,0.0036,0.5435,0.4493
ST,21-07-04-m-015,28,NEU,0.0484,0.0058,0.9459,0.0426
ST,21-07-04-m-015,29,POS,0.9594,0.0016,0.039,0.9578
ST,21-07-04-m-015,30,POS,0.9906,0.0015,0.0079,0.9891
ST,21-07-04-m-015,31,NEU,0.4504,0.0023,0.5473,0.4481
ST,21-07-04-m-015,32,NEU,0.0261,0.0359,0.938,-0.0098
ST,21-07-04-m-015,33,POS,0.9433,0.0015,0.0552,0.9418
ST,21-07-04-m-015,34,POS,0.9915,0.0016,0.0068,0.9899
ST,21-07-04-m-015,35,POS,0.9895,0.0018,0.0087,0.9878
ST,21-07-04-m-016,0,POS,0.9908,0.0015,0.0077,0.9894
ST,21-07-04-m-016,1,POS,0.9483,0.0025,0.0492,0.9458
ST,21-07-04-m-016,2,POS,0.9718,0.0014,0.0268,0.9704
ST,21-07-04-m-016,3,POS,0.9649,0.0012,0.0339,0.9637
ST,21-07-04-m-016,4,NEG,0.0031,0.9612,0.0357,-0.958
ST,21-07-04-m-016,5,NEG,0.0025,0.9422,0.0553,-0.9396
ST,21-07-04-m-016,6,NEG,0.0033,0.9081,0.0886,-0.9048
ST,21-07-04-m-016,7,NEG,0.0024,0.9701,0.0275,-0.9677
ST,21-07-04-m-016,8,NEU,0.1754,0.015,0.8096,0.1605
ST,21-07-04-m-016,9,NEG,0.0063,0.5257,0.4679,-0.5194
ST,21-07-04-m-016,10,NEU,0.4637,0.0043,0.532,0.4595
ST,21-07-04-m-016,11,NEU,0.1035,0.2302,0.6662,-0.1267
ST,21-07-04-m-016,12,NEG,0.0127,0.5125,0.4747,-0.4998
ST,21-07-04-m-016,13,POS,0.8548,0.0035,0.1417,0.8513
ST,21-07-04-m-017,0,NEU,0.0257,0.0138,0.9605,0.0119
ST,21-07-04-m-017,1,NEU,0.035,0.0311,0.9339,0.0039
ST,21-07-04-m-017,2,NEU,0.0854,0.0245,0.89,0.0609
ST,21-07-04-m-017,3,NEU,0.0483,0.0189,0.9328,0.0293
ST,21-07-04-m-017,4,NEU,0.0459,0.0166,0.9375,0.0294
ST,21-07-04-m-017,5,POS,0.9887,0.0011,0.0102,0.9876
ST,21-07-04-m-017,6,POS,0.9301,0.0015,0.0685,0.9286
ST,21-07-04-m-017,7,NEU,0.039,0.0564,0.9046,-0.0175
ST,21-07-04-m-017,8,NEU,0.0282,0.205,0.7668,-0.1767
ST,21-07-04-m-017,9,POS,0.623,0.0031,0.3739,0.6199
ST,21-07-04-m-017,10,NEU,0.1609,0.0031,0.8361,0.1578
ST,21-07-04-m-017,11,NEG,0.0041,0.9361,0.0598,-0.932
ST,21-07-04-m-017,12,POS,0.8596,0.0022,0.1382,0.8574
ST,21-07-04-m-017,13,POS,0.8548,0.0035,0.1417,0.8513
ST,21-07-04-m-019,0,POS,0.9588,0.0023,0.0389,0.9565
ST,21-07-04-m-019,1,NEU,0.0384,0.0147,0.9469,0.0238
ST,21-07-04-m-019,2,POS,0.7239,0.0031,0.273,0.7208
ST,21-07-04-m-019,3,NEU,0.29,0.0024,0.7077,0.2876
ST,21-07-04-m-019,4,POS,0.969,0.0011,0.0299,0.9679
ST,21-07-04-m-019,5,NEU,0.1294,0.0054,0.8652,0.124
ST,21-07-04-m-019,6,NEU,0.0176,0.4784,0.504,-0.4608
ST,21-07-04-m-019,7,POS,0.9623,0.0016,0.0361,0.9607
ST,21-07-04-m-019,8,POS,0.586,0.0025,0.4115,0.5835
ST,21-07-04-m-020,0,POS,0.9897,0.0013,0.009,0.9884
ST,21-07-04-m-020,1,POS,0.9319,0.002,0.0661,0.9299
ST,21-07-04-m-020,2,POS,0.5218,0.0031,0.4752,0.5187
ST,21-07-04-m-020,3,NEG,0.0031,0.9339,0.063,-0.9308
ST,21-07-04-m-020,4,NEU,0.0204,0.0319,0.9477,-0.0115
ST,21-07-04-m-020,5,POS,0.9929,0.0019,0.0053,0.991
ST,21-07-04-m-020,6,POS,0.711,0.0018,0.2872,0.7092
ST,21-07-04-m-020,7,NEU,0.0368,0.0173,0.9459,0.0195
ST,21-07-04-m-020,8,NEU,0.2475,0.0089,0.7436,0.2387
ST,21-07-04-m-020,9,NEU,0.0312,0.0104,0.9585,0.0208
ST,21-07-04-m-020,10,NEU,0.0192,0.0517,0.9291,-0.0324
ST,21-07-04-m-020,11,NEG,0.0119,0.5411,0.447,-0.5291
ST,21-07-04-m-020,12,POS,0.8848,0.0025,0.1127,0.8823
ST,21-07-04-m-020,13,NEU,0.0664,0.0099,0.9237,0.0565
ST,21-07-04-m-020,14,POS,0.9885,0.0015,0.0101,0.987
ST,21-07-04-m-020,15,NEU,0.1265,0.0084,0.8651,0.1181
ST,21-07-04-m-020,16,POS,0.7081,0.0039,0.288,0.7042
ST,21-07-04-m-020,17,POS,0.6068,0.002,0.3912,0.6048
ST,21-07-04-m-022,0,POS,0.9366,0.0016,0.0618,0.935
ST,21-07-04-m-022,1,NEU,0.018,0.0411,0.9409,-0.0231
ST,21-07-04-m-022,2,POS,0.9416,0.0015,0.0569,0.9402
ST,21-07-04-m-022,3,POS,0.6097,0.0087,0.3816,0.601
ST,21-07-04-m-022,4,NEU,0.0321,0.2207,0.7472,-0.1885
